SalesKey,OrderDate,OrderNumber,OrderLineItem,ProductKey,CustomerKey,TerritoryKey,OrderQuantity
SO64565-1,2017-02-20,SO64565,1,477,21663,8,2
SO64565-2,2017-02-20,SO64565,2,215,21663,8,1
SO64532-1,2017-02-20,SO64532,1,232,15131,9,1
SO64581-4,2017-02-20,SO64581,4,223,13597,8,2
SO64581-2,2017-02-20,SO64581,2,477,13597,8,2
SO64581-1,2017-02-20,SO64581,1,478,13597,8,2
SO64581-3,2017-02-20,SO64581,3,215,13597,8,1
SO64563-2,2017-02-20,SO64563,2,528,17953,7,2
SO64563-1,2017-02-20,SO64563,1,536,17953,7,2
SO64563-3,2017-02-20,SO64563,3,226,17953,7,1
SO64592-6,2017-02-20,SO64592,6,223,11241,7,2
SO64592-4,2017-02-20,SO64592,4,480,11241,7,1
SO64592-5,2017-02-20,SO64592,5,486,11241,7,1
SO64592-3,2017-02-20,SO64592,3,530,11241,7,1
SO64592-2,2017-02-20,SO64592,2,541,11241,7,1
SO64592-1,2017-02-20,SO64592,1,574,11241,7,1
SO64550-1,2017-02-20,SO64550,1,490,11695,4,1
SO64551-2,2017-02-20,SO64551,2,528,25869,1,2
SO64551-1,2017-02-20,SO64551,1,535,25869,1,2
SO64551-3,2017-02-20,SO64551,3,235,25869,1,1
SO64577-2,2017-02-20,SO64577,2,528,12054,6,2
SO64577-1,2017-02-20,SO64577,1,537,12054,6,1
SO64582-2,2017-02-20,SO64582,2,220,17680,6,1
SO64582-1,2017-02-20,SO64582,1,485,17680,6,1
SO64560-1,2017-02-20,SO64560,1,485,19828,6,2
SO64531-1,2017-02-20,SO64531,1,215,18266,9,1
SO64522-3,2017-02-20,SO64522,3,223,24701,7,2
SO64522-2,2017-02-20,SO64522,2,215,24701,7,1
SO64522-1,2017-02-20,SO64522,1,582,24701,7,1
SO64593-2,2017-02-20,SO64593,2,220,20427,9,1
SO64593-1,2017-02-20,SO64593,1,581,20427,9,1
SO64548-3,2017-02-20,SO64548,3,477,16821,8,2
SO64548-2,2017-02-20,SO64548,2,478,16821,8,2
SO64548-4,2017-02-20,SO64548,4,215,16821,8,1
SO64548-1,2017-02-20,SO64548,1,362,16821,8,1
SO64535-1,2017-02-20,SO64535,1,484,13621,9,2
SO64529-2,2017-02-20,SO64529,2,482,29331,9,3
SO64529-1,2017-02-20,SO64529,1,529,29331,9,3
SO64529-3,2017-02-20,SO64529,3,215,29331,9,1
SO64594-3,2017-02-20,SO64594,3,539,23544,9,3
SO64594-5,2017-02-20,SO64594,5,464,23544,9,2
SO64594-2,2017-02-20,SO64594,2,529,23544,9,2
SO64594-4,2017-02-20,SO64594,4,220,23544,9,1
SO64594-1,2017-02-20,SO64594,1,582,23544,9,1
SO64578-4,2017-02-20,SO64578,4,484,11320,4,2
SO64578-3,2017-02-20,SO64578,3,485,11320,4,2
SO64578-1,2017-02-20,SO64578,1,528,11320,4,2
SO64578-2,2017-02-20,SO64578,2,537,11320,4,1
SO64588-4,2017-02-20,SO64588,4,477,15280,4,2
SO64588-3,2017-02-20,SO64588,3,478,15280,4,2
SO64588-2,2017-02-20,SO64588,2,485,15280,4,2
SO64588-1,2017-02-20,SO64588,1,358,15280,4,1
SO64599-3,2017-02-20,SO64599,3,220,14039,9,1
SO64599-1,2017-02-20,SO64599,1,360,14039,9,1
SO64599-2,2017-02-20,SO64599,2,478,14039,9,1
SO64540-2,2017-02-20,SO64540,2,466,17934,8,2
SO64540-1,2017-02-20,SO64540,1,583,17934,8,1
SO64527-1,2017-02-20,SO64527,1,539,15232,9,3
SO64539-3,2017-02-20,SO64539,3,477,21855,10,2
SO64539-2,2017-02-20,SO64539,2,478,21855,10,2
SO64539-1,2017-02-20,SO64539,1,591,21855,10,1
SO64561-1,2017-02-20,SO64561,1,537,15704,8,1
SO64525-3,2017-02-20,SO64525,3,223,15730,9,2
SO64525-1,2017-02-20,SO64525,1,539,15730,9,2
SO64525-2,2017-02-20,SO64525,2,490,15730,9,1
SO64546-1,2017-02-20,SO64546,1,358,12479,8,1
SO64546-2,2017-02-20,SO64546,2,537,12479,8,1
SO64596-3,2017-02-20,SO64596,3,464,25113,9,2
SO64596-2,2017-02-20,SO64596,2,215,25113,9,1
SO64596-1,2017-02-20,SO64596,1,381,25113,9,1
SO64609-2,2017-02-20,SO64609,2,215,28396,8,1
SO64609-1,2017-02-20,SO64609,1,381,28396,8,1
SO64542-6,2017-02-20,SO64542,6,477,17221,8,2
SO64542-5,2017-02-20,SO64542,5,478,17221,8,2
SO64542-4,2017-02-20,SO64542,4,485,17221,8,2
SO64542-3,2017-02-20,SO64542,3,528,17221,8,2
SO64542-7,2017-02-20,SO64542,7,214,17221,8,1
SO64542-1,2017-02-20,SO64542,1,358,17221,8,1
SO64542-2,2017-02-20,SO64542,2,537,17221,8,1
SO64543-2,2017-02-20,SO64543,2,232,17944,7,1
SO64543-1,2017-02-20,SO64543,1,583,17944,7,1
SO64541-4,2017-02-20,SO64541,4,480,21065,8,2
SO64541-3,2017-02-20,SO64541,3,528,21065,8,2
SO64541-2,2017-02-20,SO64541,2,536,21065,8,2
SO64541-1,2017-02-20,SO64541,1,590,21065,8,1
SO64570-3,2017-02-20,SO64570,3,223,23620,10,2
SO64570-2,2017-02-20,SO64570,2,528,23620,10,2
SO64570-1,2017-02-20,SO64570,1,536,23620,10,2
SO64570-4,2017-02-20,SO64570,4,215,23620,10,1
SO64611-1,2017-02-20,SO64611,1,563,11917,9,1
SO64576-2,2017-02-20,SO64576,2,480,11827,6,2
SO64576-1,2017-02-20,SO64576,1,537,11827,6,1
SO64602-2,2017-02-20,SO64602,2,214,26247,4,1
SO64602-1,2017-02-20,SO64602,1,573,26247,4,1
SO64600-3,2017-02-20,SO64600,3,223,14064,9,3
SO64600-4,2017-02-20,SO64600,4,477,14064,9,2
SO64600-2,2017-02-20,SO64600,2,478,14064,9,2
SO64600-1,2017-02-20,SO64600,1,362,14064,9,1
SO64547-2,2017-02-20,SO64547,2,485,15925,7,3
SO64547-1,2017-02-20,SO64547,1,356,15925,7,1
SO64610-2,2017-02-20,SO64610,2,214,20836,8,1
SO64610-1,2017-02-20,SO64610,1,385,20836,8,1
SO64558-2,2017-02-20,SO64558,2,480,27921,6,2
SO64558-1,2017-02-20,SO64558,1,528,27921,6,2
SO64544-2,2017-02-20,SO64544,2,485,16199,8,2
SO64544-1,2017-02-20,SO64544,1,358,16199,8,1
SO64523-2,2017-02-20,SO64523,2,477,22437,10,2
SO64523-4,2017-02-20,SO64523,4,479,22437,10,2
SO64523-3,2017-02-20,SO64523,3,464,22437,10,1
SO64523-1,2017-02-20,SO64523,1,580,22437,10,1
SO64580-3,2017-02-20,SO64580,3,480,13017,4,2
SO64580-2,2017-02-20,SO64580,2,528,13017,4,2
SO64580-1,2017-02-20,SO64580,1,537,13017,4,1
SO64655-3,2017-02-21,SO64655,3,477,12772,1,2
SO64655-2,2017-02-21,SO64655,2,478,12772,1,2
SO64655-1,2017-02-21,SO64655,1,352,12772,1,1
SO64652-2,2017-02-21,SO64652,2,476,14650,1,1
SO64652-1,2017-02-21,SO64652,1,589,14650,1,1
SO64631-1,2017-02-21,SO64631,1,536,13179,6,2
SO64621-1,2017-02-21,SO64621,1,489,11676,3,1
SO64637-2,2017-02-21,SO64637,2,223,20105,4,2
SO64637-1,2017-02-21,SO64637,1,477,20105,4,1
SO64637-3,2017-02-21,SO64637,3,487,20105,4,1
SO64666-4,2017-02-21,SO64666,4,480,26107,4,3
SO64666-3,2017-02-21,SO64666,3,477,26107,4,2
SO64666-2,2017-02-21,SO64666,2,479,26107,4,2
SO64666-1,2017-02-21,SO64666,1,573,26107,4,1
SO64672-2,2017-02-21,SO64672,2,215,28394,7,1
SO64672-1,2017-02-21,SO64672,1,381,28394,7,1
SO64638-2,2017-02-21,SO64638,2,226,18612,4,1
SO64638-1,2017-02-21,SO64638,1,474,18612,4,1
SO64645-3,2017-02-21,SO64645,3,223,11566,7,2
SO64645-1,2017-02-21,SO64645,1,529,11566,7,2
SO64645-2,2017-02-21,SO64645,2,214,11566,7,1
SO64645-4,2017-02-21,SO64645,4,226,11566,7,1
SO64648-1,2017-02-21,SO64648,1,530,26891,10,2
SO64648-2,2017-02-21,SO64648,2,220,26891,10,1
SO64644-3,2017-02-21,SO64644,3,480,18025,7,2
SO64644-2,2017-02-21,SO64644,2,536,18025,7,2
SO64644-1,2017-02-21,SO64644,1,528,18025,7,1
SO64661-2,2017-02-21,SO64661,2,479,29097,9,3
SO64661-1,2017-02-21,SO64661,1,605,29097,9,1
SO64649-2,2017-02-21,SO64649,2,477,13589,7,2
SO64649-1,2017-02-21,SO64649,1,478,13589,7,2
SO64649-3,2017-02-21,SO64649,3,473,13589,7,1
SO64667-2,2017-02-21,SO64667,2,479,23830,6,1
SO64667-1,2017-02-21,SO64667,1,578,23830,6,1
SO64619-2,2017-02-21,SO64619,2,220,12388,8,1
SO64619-1,2017-02-21,SO64619,1,360,12388,8,1
SO64613-4,2017-02-21,SO64613,4,464,16613,9,2
SO64613-2,2017-02-21,SO64613,2,528,16613,9,2
SO64613-1,2017-02-21,SO64613,1,536,16613,9,2
SO64613-3,2017-02-21,SO64613,3,220,16613,9,1
SO64626-3,2017-02-21,SO64626,3,464,11212,6,2
SO64626-1,2017-02-21,SO64626,1,530,11212,6,2
SO64626-2,2017-02-21,SO64626,2,235,11212,6,1
SO64674-3,2017-02-21,SO64674,3,479,11110,9,2
SO64674-2,2017-02-21,SO64674,2,477,11110,9,1
SO64674-1,2017-02-21,SO64674,1,562,11110,9,1
SO64675-4,2017-02-21,SO64675,4,462,17242,9,2
SO64675-2,2017-02-21,SO64675,2,477,17242,9,2
SO64675-3,2017-02-21,SO64675,3,478,17242,9,2
SO64675-1,2017-02-21,SO64675,1,588,17242,9,1
SO64617-2,2017-02-21,SO64617,2,464,28716,9,2
SO64617-1,2017-02-21,SO64617,1,477,28716,9,2
SO64656-2,2017-02-21,SO64656,2,220,28507,8,1
SO64656-1,2017-02-21,SO64656,1,572,28507,8,1
SO64654-1,2017-02-21,SO64654,1,362,15480,4,1
SO64620-1,2017-02-21,SO64620,1,488,11788,4,1
SO64639-1,2017-02-21,SO64639,1,535,15066,7,2
SO64632-3,2017-02-21,SO64632,3,480,22283,1,2
SO64632-1,2017-02-21,SO64632,1,528,22283,1,2
SO64632-4,2017-02-21,SO64632,4,483,22283,1,1
SO64632-2,2017-02-21,SO64632,2,536,22283,1,1
SO64625-2,2017-02-21,SO64625,2,477,28336,1,2
SO64625-3,2017-02-21,SO64625,3,479,28336,1,2
SO64625-1,2017-02-21,SO64625,1,530,28336,1,2
SO64625-4,2017-02-21,SO64625,4,483,28336,1,1
SO64651-3,2017-02-21,SO64651,3,464,14643,1,2
SO64651-4,2017-02-21,SO64651,4,232,14643,1,1
SO64651-2,2017-02-21,SO64651,2,474,14643,1,1
SO64651-1,2017-02-21,SO64651,1,589,14643,1,1
SO64618-2,2017-02-21,SO64618,2,478,16596,7,2
SO64618-1,2017-02-21,SO64618,1,362,16596,7,1
SO64624-2,2017-02-21,SO64624,2,480,27674,4,2
SO64624-1,2017-02-21,SO64624,1,538,27674,4,2
SO64642-1,2017-02-21,SO64642,1,540,13676,10,1
SO64614-1,2017-02-21,SO64614,1,528,25118,9,3
SO64614-2,2017-02-21,SO64614,2,480,25118,9,2
SO64646-1,2017-02-21,SO64646,1,530,23963,7,3
SO64646-2,2017-02-21,SO64646,2,541,23963,7,2
SO64646-3,2017-02-21,SO64646,3,214,23963,7,1
SO64650-4,2017-02-21,SO64650,4,464,17539,6,2
SO64650-3,2017-02-21,SO64650,3,477,17539,6,2
SO64650-2,2017-02-21,SO64650,2,478,17539,6,2
SO64650-1,2017-02-21,SO64650,1,485,17539,6,2
SO64663-3,2017-02-21,SO64663,3,528,14226,9,2
SO64663-4,2017-02-21,SO64663,4,220,14226,9,1
SO64663-1,2017-02-21,SO64663,1,362,14226,9,1
SO64663-2,2017-02-21,SO64663,2,537,14226,9,1
SO64627-3,2017-02-21,SO64627,3,480,14332,6,2
SO64627-1,2017-02-21,SO64627,1,528,14332,6,1
SO64627-2,2017-02-21,SO64627,2,535,14332,6,1
SO64658-2,2017-02-21,SO64658,2,529,15037,9,2
SO64658-3,2017-02-21,SO64658,3,539,15037,9,2
SO64658-4,2017-02-21,SO64658,4,487,15037,9,1
SO64658-1,2017-02-21,SO64658,1,581,15037,9,1
SO64635-2,2017-02-21,SO64635,2,477,21337,1,2
SO64635-3,2017-02-21,SO64635,3,214,21337,1,1
SO64635-1,2017-02-21,SO64635,1,478,21337,1,1
SO64636-1,2017-02-21,SO64636,1,474,17411,6,1
SO64628-3,2017-02-21,SO64628,3,480,20085,6,2
SO64628-4,2017-02-21,SO64628,4,484,20085,6,2
SO64628-1,2017-02-21,SO64628,1,529,20085,6,2
SO64628-2,2017-02-21,SO64628,2,540,20085,6,1
SO64669-1,2017-02-21,SO64669,1,472,23026,4,1
SO64669-2,2017-02-21,SO64669,2,604,23026,4,1
SO64673-2,2017-02-21,SO64673,2,215,23905,8,1
SO64673-1,2017-02-21,SO64673,1,605,23905,8,1
SO64633-1,2017-02-21,SO64633,1,478,15162,6,2
SO64623-1,2017-02-21,SO64623,1,529,26791,4,2
SO64623-2,2017-02-21,SO64623,2,538,26791,4,1
SO64622-2,2017-02-21,SO64622,2,528,11951,9,3
SO64622-3,2017-02-21,SO64622,3,477,11951,9,2
SO64622-4,2017-02-21,SO64622,4,478,11951,9,2
SO64622-5,2017-02-21,SO64622,5,480,11951,9,2
SO64622-1,2017-02-21,SO64622,1,535,11951,9,2
SO64647-1,2017-02-21,SO64647,1,530,12800,8,3
SO64647-2,2017-02-21,SO64647,2,214,12800,8,1
SO64662-4,2017-02-21,SO64662,4,481,14220,9,3
SO64662-2,2017-02-21,SO64662,2,485,14220,9,3
SO64662-3,2017-02-21,SO64662,3,220,14220,9,1
SO64662-1,2017-02-21,SO64662,1,362,14220,9,1
SO64670-2,2017-02-21,SO64670,2,220,17575,1,1
SO64670-1,2017-02-21,SO64670,1,581,17575,1,1
SO64641-1,2017-02-21,SO64641,1,535,18629,10,2
SO64640-3,2017-02-21,SO64640,3,223,12496,10,2
SO64640-4,2017-02-21,SO64640,4,486,12496,10,1
SO64640-2,2017-02-21,SO64640,2,529,12496,10,1
SO64640-1,2017-02-21,SO64640,1,540,12496,10,1
SO64664-2,2017-02-21,SO64664,2,215,25081,4,1
SO64664-1,2017-02-21,SO64664,1,568,25081,4,1
SO64616-1,2017-02-21,SO64616,1,477,23543,9,2
SO64616-2,2017-02-21,SO64616,2,484,23543,9,2
SO64634-2,2017-02-21,SO64634,2,477,21906,1,2
SO64634-1,2017-02-21,SO64634,1,478,21906,1,1
SO64657-3,2017-02-21,SO64657,3,223,15118,10,2
SO64657-2,2017-02-21,SO64657,2,214,15118,10,1
SO64657-1,2017-02-21,SO64657,1,573,15118,10,1
SO64630-1,2017-02-21,SO64630,1,528,22126,4,2
SO64630-2,2017-02-21,SO64630,2,536,22126,4,2
SO64612-2,2017-02-21,SO64612,2,529,16689,9,2
SO64612-1,2017-02-21,SO64612,1,539,16689,9,2
SO64612-3,2017-02-21,SO64612,3,215,16689,9,1
SO64676-3,2017-02-21,SO64676,3,477,23994,9,1
SO64676-2,2017-02-21,SO64676,2,479,23994,9,1
SO64676-4,2017-02-21,SO64676,4,487,23994,9,1
SO64676-1,2017-02-21,SO64676,1,584,23994,9,1
SO64659-2,2017-02-21,SO64659,2,220,21192,9,1
SO64659-3,2017-02-21,SO64659,3,235,21192,9,1
SO64659-1,2017-02-21,SO64659,1,580,21192,9,1
SO64665-2,2017-02-21,SO64665,2,220,26530,1,1
SO64665-1,2017-02-21,SO64665,1,576,26530,1,1
SO64671-4,2017-02-21,SO64671,4,223,17597,1,3
SO64671-3,2017-02-21,SO64671,3,477,17597,1,2
SO64671-2,2017-02-21,SO64671,2,479,17597,1,2
SO64671-1,2017-02-21,SO64671,1,583,17597,1,1
SO64629-1,2017-02-21,SO64629,1,528,23055,1,3
SO64629-2,2017-02-21,SO64629,2,536,23055,1,3
SO64629-3,2017-02-21,SO64629,3,214,23055,1,1
SO64643-1,2017-02-21,SO64643,1,528,21513,7,2
SO64643-2,2017-02-21,SO64643,2,536,21513,7,2
SO64643-3,2017-02-21,SO64643,3,215,21513,7,1
SO64643-4,2017-02-21,SO64643,4,232,21513,7,1
SO64653-4,2017-02-21,SO64653,4,480,18948,4,2
SO64653-2,2017-02-21,SO64653,2,528,18948,4,2
SO64653-3,2017-02-21,SO64653,3,536,18948,4,2
SO64653-1,2017-02-21,SO64653,1,587,18948,4,1
SO64615-2,2017-02-21,SO64615,2,480,25056,9,3
SO64615-1,2017-02-21,SO64615,1,528,25056,9,2
SO64686-3,2017-02-22,SO64686,3,223,11073,9,2
SO64686-1,2017-02-22,SO64686,1,477,11073,9,2
SO64686-2,2017-02-22,SO64686,2,479,11073,9,2
SO64709-1,2017-02-22,SO64709,1,530,27954,7,2
SO64709-2,2017-02-22,SO64709,2,214,27954,7,1
SO64679-2,2017-02-22,SO64679,2,464,28922,9,2
SO64679-1,2017-02-22,SO64679,1,477,28922,9,2
SO64701-2,2017-02-22,SO64701,2,477,21322,1,2
SO64701-1,2017-02-22,SO64701,1,478,21322,1,2
SO64682-3,2017-02-22,SO64682,3,480,16618,9,2
SO64682-2,2017-02-22,SO64682,2,529,16618,9,2
SO64682-1,2017-02-22,SO64682,1,540,16618,9,1
SO64684-1,2017-02-22,SO64684,1,484,11094,9,3
SO64684-2,2017-02-22,SO64684,2,483,11094,9,1
SO64688-2,2017-02-22,SO64688,2,485,17198,8,2
SO64688-3,2017-02-22,SO64688,3,232,17198,8,1
SO64688-1,2017-02-22,SO64688,1,356,17198,8,1
SO64710-3,2017-02-22,SO64710,3,214,11288,4,1
SO64710-2,2017-02-22,SO64710,2,528,11288,4,1
SO64710-1,2017-02-22,SO64710,1,537,11288,4,1
SO64720-1,2017-02-22,SO64720,1,371,21168,9,1
SO64713-2,2017-02-22,SO64713,2,528,15374,4,2
SO64713-4,2017-02-22,SO64713,4,214,15374,4,1
SO64713-1,2017-02-22,SO64713,1,352,15374,4,1
SO64713-3,2017-02-22,SO64713,3,537,15374,4,1
SO64723-3,2017-02-22,SO64723,3,479,26319,4,3
SO64723-4,2017-02-22,SO64723,4,223,26319,4,2
SO64723-2,2017-02-22,SO64723,2,477,26319,4,2
SO64723-1,2017-02-22,SO64723,1,575,26319,4,1
SO64721-2,2017-02-22,SO64721,2,528,13959,9,2
SO64721-1,2017-02-22,SO64721,1,352,13959,9,1
SO64721-4,2017-02-22,SO64721,4,480,13959,9,1
SO64721-3,2017-02-22,SO64721,3,537,13959,9,1
SO64725-1,2017-02-22,SO64725,1,385,20000,6,1
SO64683-1,2017-02-22,SO64683,1,484,11466,9,2
SO64712-3,2017-02-22,SO64712,3,466,16820,6,2
SO64712-1,2017-02-22,SO64712,1,358,16820,6,1
SO64712-2,2017-02-22,SO64712,2,485,16820,6,1
SO64716-2,2017-02-22,SO64716,2,235,11468,10,1
SO64716-1,2017-02-22,SO64716,1,577,11468,10,1
SO64707-1,2017-02-22,SO64707,1,529,28891,10,2
SO64707-2,2017-02-22,SO64707,2,220,28891,10,1
SO64695-2,2017-02-22,SO64695,2,480,28816,1,2
SO64695-1,2017-02-22,SO64695,1,539,28816,1,1
SO64719-3,2017-02-22,SO64719,3,466,25030,9,2
SO64719-2,2017-02-22,SO64719,2,215,25030,9,1
SO64719-1,2017-02-22,SO64719,1,389,25030,9,1
SO64727-3,2017-02-22,SO64727,3,477,11916,9,2
SO64727-2,2017-02-22,SO64727,2,479,11916,9,2
SO64727-1,2017-02-22,SO64727,1,562,11916,9,1
SO64677-2,2017-02-22,SO64677,2,478,16207,8,2
SO64677-3,2017-02-22,SO64677,3,215,16207,8,1
SO64677-4,2017-02-22,SO64677,4,226,16207,8,1
SO64677-1,2017-02-22,SO64677,1,362,16207,8,1
SO64714-2,2017-02-22,SO64714,2,223,15058,10,2
SO64714-1,2017-02-22,SO64714,1,565,15058,10,1
SO64692-3,2017-02-22,SO64692,3,528,12261,7,2
SO64692-4,2017-02-22,SO64692,4,220,12261,7,1
SO64692-1,2017-02-22,SO64692,1,352,12261,7,1
SO64692-2,2017-02-22,SO64692,2,537,12261,7,1
SO64702-1,2017-02-22,SO64702,1,474,11820,6,1
SO64678-1,2017-02-22,SO64678,1,536,17230,9,2
SO64704-1,2017-02-22,SO64704,1,485,19648,6,2
SO64704-2,2017-02-22,SO64704,2,214,19648,6,1
SO64689-2,2017-02-22,SO64689,2,485,12484,8,3
SO64689-3,2017-02-22,SO64689,3,478,12484,8,2
SO64689-5,2017-02-22,SO64689,5,214,12484,8,1
SO64689-1,2017-02-22,SO64689,1,352,12484,8,1
SO64689-4,2017-02-22,SO64689,4,477,12484,8,1
SO64724-1,2017-02-22,SO64724,1,605,23034,4,1
SO64703-1,2017-02-22,SO64703,1,477,16735,1,2
SO64703-2,2017-02-22,SO64703,2,491,16735,1,1
SO64693-1,2017-02-22,SO64693,1,490,11506,6,1
SO64700-1,2017-02-22,SO64700,1,536,22546,1,1
SO64690-3,2017-02-22,SO64690,3,477,13517,10,2
SO64690-1,2017-02-22,SO64690,1,362,13517,10,1
SO64690-2,2017-02-22,SO64690,2,478,13517,10,1
SO64690-4,2017-02-22,SO64690,4,489,13517,10,1
SO64728-2,2017-02-22,SO64728,2,220,17241,9,1
SO64728-1,2017-02-22,SO64728,1,588,17241,9,1
SO64717-1,2017-02-22,SO64717,1,606,24006,9,1
SO64705-1,2017-02-22,SO64705,1,528,14571,4,3
SO64705-2,2017-02-22,SO64705,2,214,14571,4,1
SO64705-3,2017-02-22,SO64705,3,232,14571,4,1
SO64685-1,2017-02-22,SO64685,1,480,18728,9,3
SO64685-2,2017-02-22,SO64685,2,484,18728,9,2
SO64694-3,2017-02-22,SO64694,3,480,28229,4,2
SO64694-1,2017-02-22,SO64694,1,529,28229,4,2
SO64694-2,2017-02-22,SO64694,2,538,28229,4,2
SO64698-5,2017-02-22,SO64698,5,223,11652,6,2
SO64698-2,2017-02-22,SO64698,2,535,11652,6,2
SO64698-3,2017-02-22,SO64698,3,220,11652,6,1
SO64698-4,2017-02-22,SO64698,4,490,11652,6,1
SO64698-1,2017-02-22,SO64698,1,528,11652,6,1
SO64691-1,2017-02-22,SO64691,1,362,15932,8,1
SO64691-2,2017-02-22,SO64691,2,487,15932,8,1
SO64687-1,2017-02-22,SO64687,1,592,15073,8,1
SO64722-3,2017-02-22,SO64722,3,477,26089,4,2
SO64722-2,2017-02-22,SO64722,2,479,26089,4,2
SO64722-1,2017-02-22,SO64722,1,574,26089,4,1
SO64699-1,2017-02-22,SO64699,1,528,26104,1,2
SO64699-2,2017-02-22,SO64699,2,535,26104,1,2
SO64699-3,2017-02-22,SO64699,3,214,26104,1,1
SO64699-4,2017-02-22,SO64699,4,235,26104,1,1
SO64718-3,2017-02-22,SO64718,3,466,27584,9,2
SO64718-2,2017-02-22,SO64718,2,214,27584,9,1
SO64718-1,2017-02-22,SO64718,1,604,27584,9,1
SO64706-3,2017-02-22,SO64706,3,480,28431,7,3
SO64706-1,2017-02-22,SO64706,1,529,28431,7,2
SO64706-4,2017-02-22,SO64706,4,486,28431,7,1
SO64706-2,2017-02-22,SO64706,2,540,28431,7,1
SO64680-2,2017-02-22,SO64680,2,478,21372,9,3
SO64680-3,2017-02-22,SO64680,3,477,21372,9,2
SO64680-1,2017-02-22,SO64680,1,528,21372,9,2
SO64680-4,2017-02-22,SO64680,4,487,21372,9,1
SO64681-3,2017-02-22,SO64681,3,223,28944,9,2
SO64681-2,2017-02-22,SO64681,2,478,28944,9,2
SO64681-1,2017-02-22,SO64681,1,477,28944,9,1
SO64711-3,2017-02-22,SO64711,3,478,14726,1,2
SO64711-2,2017-02-22,SO64711,2,477,14726,1,1
SO64711-1,2017-02-22,SO64711,1,590,14726,1,1
SO64696-4,2017-02-22,SO64696,4,466,26515,4,2
SO64696-2,2017-02-22,SO64696,2,528,26515,4,2
SO64696-1,2017-02-22,SO64696,1,535,26515,4,2
SO64696-3,2017-02-22,SO64696,3,215,26515,4,1
SO64752-2,2017-02-23,SO64752,2,462,18770,4,2
SO64752-1,2017-02-23,SO64752,1,475,18770,4,1
SO64730-2,2017-02-23,SO64730,2,480,17075,9,2
SO64730-1,2017-02-23,SO64730,1,539,17075,9,2
SO64784-2,2017-02-23,SO64784,2,529,22601,7,2
SO64784-3,2017-02-23,SO64784,3,538,22601,7,2
SO64784-1,2017-02-23,SO64784,1,604,22601,7,1
SO64751-3,2017-02-23,SO64751,3,223,18672,4,2
SO64751-2,2017-02-23,SO64751,2,226,18672,4,1
SO64751-1,2017-02-23,SO64751,1,475,18672,4,1
SO64740-1,2017-02-23,SO64740,1,538,11185,6,2
SO64758-1,2017-02-23,SO64758,1,528,16939,8,3
SO64758-2,2017-02-23,SO64758,2,535,16939,8,2
SO64770-2,2017-02-23,SO64770,2,220,28505,8,1
SO64770-3,2017-02-23,SO64770,3,229,28505,8,1
SO64770-1,2017-02-23,SO64770,1,572,28505,8,1
SO64788-1,2017-02-23,SO64788,1,606,23995,9,1
SO64749-2,2017-02-23,SO64749,2,482,20360,4,2
SO64749-1,2017-02-23,SO64749,1,474,20360,4,1
SO64738-1,2017-02-23,SO64738,1,535,11122,9,2
SO64762-1,2017-02-23,SO64762,1,529,25668,10,2
SO64762-2,2017-02-23,SO64762,2,214,25668,10,1
SO64762-3,2017-02-23,SO64762,3,229,25668,10,1
SO64748-1,2017-02-23,SO64748,1,477,16959,6,2
SO64748-2,2017-02-23,SO64748,2,478,16959,6,1
SO64747-3,2017-02-23,SO64747,3,480,23090,1,2
SO64747-1,2017-02-23,SO64747,1,528,23090,1,2
SO64747-2,2017-02-23,SO64747,2,536,23090,1,2
SO64771-3,2017-02-23,SO64771,3,477,25614,7,2
SO64771-2,2017-02-23,SO64771,2,479,25614,7,2
SO64771-1,2017-02-23,SO64771,1,560,25614,7,1
SO64753-1,2017-02-23,SO64753,1,528,15510,1,2
SO64753-2,2017-02-23,SO64753,2,214,15510,1,1
SO64745-2,2017-02-23,SO64745,2,535,26196,4,2
SO64745-1,2017-02-23,SO64745,1,528,26196,4,1
SO64776-3,2017-02-23,SO64776,3,477,18196,9,2
SO64776-2,2017-02-23,SO64776,2,478,18196,9,2
SO64776-1,2017-02-23,SO64776,1,596,18196,9,1
SO64763-1,2017-02-23,SO64763,1,529,25773,8,3
SO64763-2,2017-02-23,SO64763,2,538,25773,8,2
SO64763-3,2017-02-23,SO64763,3,215,25773,8,1
SO64750-1,2017-02-23,SO64750,1,476,20289,4,1
SO64769-2,2017-02-23,SO64769,2,479,15056,10,2
SO64769-1,2017-02-23,SO64769,1,572,15056,10,1
SO64785-2,2017-02-23,SO64785,2,479,27179,10,2
SO64785-1,2017-02-23,SO64785,1,605,27179,10,1
SO64744-1,2017-02-23,SO64744,1,528,11502,6,3
SO64744-2,2017-02-23,SO64744,2,535,11502,6,2
SO64735-2,2017-02-23,SO64735,2,214,17181,8,1
SO64735-1,2017-02-23,SO64735,1,358,17181,8,1
SO64757-1,2017-02-23,SO64757,1,475,16602,10,1
SO64767-2,2017-02-23,SO64767,2,528,15389,4,2
SO64767-4,2017-02-23,SO64767,4,214,15389,4,1
SO64767-1,2017-02-23,SO64767,1,358,15389,4,1
SO64767-3,2017-02-23,SO64767,3,537,15389,4,1
SO64786-2,2017-02-23,SO64786,2,220,11990,9,1
SO64786-1,2017-02-23,SO64786,1,575,11990,9,1
SO64756-1,2017-02-23,SO64756,1,536,21526,8,2
SO64746-1,2017-02-23,SO64746,1,478,17338,6,3
